id,timestamp,sensor_id,entered,exited,gave_up
b2e534dd-96ff-455b-81e3-a95bacb9f396,2024-12-11 04:13:01.003762+00,D80C,0,0,1
5df6705a-d11b-446e-b09b-bd54526ebcd6,2024-12-11 07:07:06.791916+00,D80C,1,0,0
947fd3e5-9040-4418-a464-66c420e7fd9e,2024-12-11 07:07:16.909525+00,D80C,0,0,1
bd3e81c8-74ff-4c9e-a280-9328abf6563d,2024-12-11 07:07:27.00832+00,D80C,0,1,0
0388b3e8-292b-4236-b68a-5cab54c346d9,2024-12-11 07:10:58.907068+00,D80C,0,0,1
eb930d02-7fbf-4c0d-8755-780d247cc767,2024-12-11 07:11:09.035501+00,D80C,1,0,0
59fbda61-6573-4706-97f4-e7610cc2b58e,2024-12-11 07:11:19.131772+00,D80C,0,1,0
7a57d742-2576-4b24-a68c-6d1d3a955bc3,2024-12-11 07:28:38.018739+00,D80C,1,1,0
be08c4a2-e8bc-4bc9-89b8-f4ed481bb3a7,2024-12-11 07:31:49.405094+00,D80C,0,1,0
c445831d-8501-48f3-9295-c56b90b6fcc3,2024-12-11 07:47:37.773172+00,D80C,1,0,0
d916b52c-a1d1-4561-abb0-afeed2c81a08,2024-12-11 07:48:38.387544+00,D80C,0,1,0
73a17eb2-cf1b-4748-a84c-d5da98afc7a1,2024-12-11 07:51:09.9834+00,D80C,0,0,1
6a0296e3-d081-4785-8d38-55a2eb68a01d,2024-12-11 08:04:26.885238+00,D80C,1,0,0
4ae755b7-eacf-4d28-8fdd-211c062217c2,2024-12-11 08:04:37.004101+00,D80C,0,0,1
a85ee9a3-bb75-4b20-a598-962a27ef7b7c,2024-12-11 08:05:37.500553+00,D80C,0,1,0
f582172f-886c-4b15-ad7c-f29bbfc85b7a,2024-12-11 08:08:39.250907+00,D80C,1,0,1
2c565564-0058-4cfa-92c9-e3029ee6713a,2024-12-11 08:08:49.355944+00,D80C,1,0,0
6d66973f-2b98-47f5-966c-3d09b457bfad,2024-12-11 08:36:33.486253+00,D80C,0,1,0
5278c718-8ccd-4b06-bd54-5629a18ef743,2024-12-11 08:41:26.231619+00,D80C,1,0,0
f7687032-369c-4737-ac21-dc2323a18ad6,2024-12-11 08:42:56.980783+00,D80C,0,1,0
c3517259-6aa5-45c5-99f2-3afec69d961c,2024-12-11 08:54:32.976951+00,D80C,1,0,0
f0c0b494-2361-4eba-924a-2286fbca5320,2024-12-11 08:54:53.101297+00,D80C,1,0,0
543c7821-bb35-41d7-bbbc-27774bfd0eee,2024-12-11 08:58:24.720613+00,D80C,0,1,0
18ea397a-b8bd-49f2-9826-0a9599d8c823,2024-12-11 09:00:35.969413+00,D80C,1,0,0
8a780a49-077e-4f71-823b-98896214d588,2024-12-11 09:01:16.348336+00,D80C,0,1,0
afd9968d-93cc-4780-be09-9e0e54fd764a,2024-12-11 09:01:26.470939+00,D80C,1,0,0
b00e71f0-e044-4028-a723-0d29414f54b2,2024-12-11 09:01:36.599485+00,D80C,0,1,1
0c830b73-d697-4868-abef-8e174cfdf798,2024-12-11 09:01:46.701382+00,D80C,0,1,1
c5c821ad-01d8-483f-bea7-7711f5907cb5,2024-12-11 09:01:56.723636+00,D80C,0,1,0
80d1ba0c-881f-4429-8887-0617d1469502,2024-12-11 09:02:37.195348+00,D80C,1,0,0
febde534-27fd-49f7-a342-fed2c3d051f8,2024-12-11 09:04:07.824351+00,D80C,0,2,0
68285514-2404-40dc-975e-1704a0a43f9c,2024-12-11 09:14:43.212153+00,D80C,0,1,0
ca88d5f7-c7c0-4b5a-925b-ff4bc3014703,2024-12-11 09:22:37.463217+00,D80C,2,0,0
75a731e7-5ea1-4148-810f-4aee1e58e3ca,2024-12-11 09:43:07.548155+00,D80C,1,0,1
0c4577e4-1709-41a2-be4b-72f42706a11c,2024-12-11 09:49:00.44389+00,D80C,1,0,0
ade6157e-a6c1-4f91-b9ba-afd3d187fa99,2024-12-11 09:50:21.420346+00,D80C,0,1,1
51e3d550-9caf-43af-b5d2-5053039a16d1,2024-12-11 09:52:22.234646+00,D80C,1,0,0
a77a5fd6-5467-4b37-a12f-638589d07424,2024-12-11 09:55:34.065878+00,D80C,1,1,0
255d5240-317a-4148-877f-09f86f6bdc78,2024-12-11 09:56:24.32558+00,D80C,1,0,0
b4f95b1e-7c21-495d-a7aa-a2919e0e5726,2024-12-11 09:56:44.453012+00,D80C,0,0,1
c80e35e0-197f-479b-ba8a-abe4de2326fd,2024-12-11 09:56:54.539639+00,D80C,0,1,0
000fcad1-5e2a-4c2a-b6cc-57b00fd08da8,2024-12-11 10:00:06.061894+00,D80C,0,1,0
d1cbf64f-99c7-47e4-b11f-bbc53f0fcb59,2024-12-11 10:00:16.188748+00,D80C,1,0,2
963a4191-aafd-4d15-87b7-731280e6bbc7,2024-12-11 10:00:26.292295+00,D80C,0,1,0
280abe4d-329d-4ffe-984a-7aa86b632437,2024-12-11 10:02:26.935323+00,D80C,0,1,0
a238cbb5-226d-4a98-b813-decb5e47e505,2024-12-11 10:10:40.807313+00,D80C,1,0,0
9b7bb2fc-3333-4a74-a250-41a23b2f60e1,2024-12-11 10:11:11.15667+00,D80C,0,0,1
9a7020a6-b250-4167-b0d1-c1a91b60d6d3,2024-12-11 10:11:31.314638+00,D80C,0,1,0
6019667e-6909-4eb9-9fbc-1f49a934c42d,2024-12-11 10:19:35.180871+00,D80C,0,0,1
ed9ae951-63c9-4a4b-a4a8-79591e063519,2024-12-11 10:22:36.925942+00,D80C,1,0,0
43862190-b23c-4a2e-a47b-66c7d4f8d3ce,2024-12-11 10:24:27.80016+00,D80C,0,1,0
0200cbda-28a0-4547-b848-848cbd33d68d,2024-12-11 10:24:58.052934+00,D80C,1,0,0
9dad37c3-141b-4e87-99cb-e823d6db285a,2024-12-11 10:27:39.456507+00,D80C,1,0,0
055c5a94-feb4-40c2-85a6-2532a553455f,2024-12-11 10:27:49.590374+00,D80C,0,1,0
2157a6d1-6475-4438-9dd4-c9b8c35fae49,2024-12-11 10:27:59.680702+00,D80C,0,2,0
