id,timestamp,sensor_id,entered,exited,gave_up
febfe45a-2ba3-4fd5-8a58-bdc7b360c8ff,2024-12-06 07:20:46.548834+00,D80C,1,1,0
e3103637-c389-4905-ae07-33814c83575c,2024-12-06 07:22:16.773269+00,D80C,1,0,1
3832be9d-5669-4070-97b7-ef74582d38d1,2024-12-06 07:39:28.689286+00,D80C,1,0,0
b2e22f8f-3587-4914-98a7-41f01265e199,2024-12-06 07:40:28.813742+00,D80C,0,1,0
8e8a726b-dd3c-442c-b0b6-4a0125345c02,2024-12-06 07:45:25.673766+00,D80C,1,0,0
757c951f-a617-4078-aac2-3a9cc1efbdc0,2024-12-06 07:48:39.505943+00,D80C,0,1,0
8734292e-1727-4b50-bcef-a662d3c7dac5,2024-12-06 07:51:10.004226+00,D80C,1,0,0
9f332723-d92c-49b2-ab3b-21b49b26a1ba,2024-12-06 07:52:10.031156+00,D80C,0,1,0
0c81db4b-b332-4342-b5a7-370005cd62e1,2024-12-06 07:52:40.157241+00,D80C,0,1,0
594a3897-2588-4bae-b8fa-1e522f31b4ca,2024-12-06 07:55:10.378503+00,D80C,0,1,0
a3093f91-a746-4091-8e45-2c0fed287e01,2024-12-06 08:20:08.612168+00,D80C,0,0,1
52d5f66d-4009-4b26-90a0-980efd7b79f9,2024-12-06 08:27:14.386275+00,D80C,1,0,0
a14616cd-c8f7-4935-83d9-70810da3d737,2024-12-06 08:27:48.393608+00,D80C,0,0,1
3567de22-e6d7-4e57-b070-54048407bcfb,2024-12-06 08:28:48.668697+00,D80C,0,0,1
8982eb85-426d-4454-a0d8-ac7365daa46f,2024-12-06 08:30:18.79235+00,D80C,0,1,1
3acfe6a7-d68e-49eb-9520-1e9844215bc2,2024-12-06 08:34:48.30607+00,D80C,1,0,0
21b365b0-6a6d-4524-9d2e-44d5f44a9e1b,2024-12-06 08:35:18.430075+00,D80C,1,0,0
43a5ab44-3ba9-4820-a925-1c3599f4a74e,2024-12-06 08:36:18.556356+00,D80C,0,1,2
54e36eaa-2a13-434f-b069-f5f1f17d2f38,2024-12-06 09:11:13.519791+00,D80C,1,0,0
c3b51934-489c-41b4-a15d-a9ed0430e716,2024-12-06 09:12:43.770812+00,D80C,1,0,0
ec947980-d720-4537-81e2-faa20343c988,2024-12-06 09:13:13.768944+00,D80C,0,1,0
b5156136-2c7f-490c-ac2a-f0e07e7bd1cb,2024-12-06 09:40:21.017073+00,D80C,0,0,1
c50a7ae7-e3f2-4e3d-8dc8-7d9d902f84b7,2024-12-06 09:44:51.663582+00,D80C,3,0,0
ba0b5885-5146-4bdf-bd2a-9988e4e8d301,2024-12-06 09:45:21.763599+00,D80C,1,0,0
5acfdd65-54f6-494b-92a9-04d5892b18d2,2024-12-06 09:47:52.391653+00,D80C,0,1,0
b62cb492-a48f-4cb3-8dee-98022094c71d,2024-12-06 09:51:47.031097+00,D80C,1,0,1
35da3cb4-7a3f-4a2e-9a38-5ee5b7a7f5a6,2024-12-06 09:59:56.44969+00,D80C,1,0,0
272fbcea-de2a-471c-b046-0c5edea32cfe,2024-12-06 10:06:36.634713+00,D80C,1,0,0
bf12abce-b927-4c91-9d14-bc355007cde1,2024-12-06 10:13:22.485793+00,D80C,1,0,0
aa79bc59-384f-41cb-8d33-395b10c88856,2024-12-06 10:15:52.947814+00,D80C,0,1,0
9d3ac2f0-210a-46f4-bde8-402c33d74893,2024-12-06 10:16:23.07288+00,D80C,1,0,0
93439a03-3392-41d3-bcf1-106ab881cc29,2024-12-06 10:16:53.072374+00,D80C,0,1,0
283b2d2f-0da8-416d-8b1a-cfa27ed04971,2024-12-06 10:20:18.406492+00,D80C,1,0,0
426bc057-4565-4259-ba5b-51574fcce478,2024-12-06 10:20:48.435703+00,D80C,0,1,0
5aaad2eb-443f-44fb-864c-ee0f19e55b20,2024-12-06 10:29:50.549919+00,D80C,0,1,0
166f028f-f047-40da-b5ad-7664c1115073,2024-12-06 10:32:19.092598+00,D80C,0,1,1
991c53de-931c-4096-a756-824d9277e51f,2024-12-06 10:48:14.019401+00,D80C,1,0,0
b9e0807e-d7c6-45ff-a6b2-adba7b08d80c,2024-12-06 10:49:14.021197+00,D80C,0,1,0
c7143bb4-441d-4156-8e2a-70d44dd7b9d2,2024-12-06 10:52:11.132056+00,D80C,1,0,0
39526f5f-591f-4f8f-872f-c243e34a4008,2024-12-06 10:58:57.075172+00,D80C,1,0,0
e94c8e94-f82f-45b1-8c66-1652c4456478,2024-12-06 11:19:54.662327+00,D80C,1,0,0
18a8654f-4ec1-4369-889e-6e9e1a6573d8,2024-12-06 17:24:24.072004+00,D80C,0,0,1
482c4bcc-e46c-4690-b457-e66cd5c3f803,2024-12-06 17:26:24.576746+00,D80C,0,0,1
3ba07c78-1a44-4aa4-8585-5edb0af7eb6c,2024-12-06 17:26:54.692473+00,D80C,0,0,1
