id,timestamp,sensor_id,entered,exited,gave_up
2ec7cc95-4823-4e3c-98a8-a802db95b1b6,2024-11-28 07:12:46.408421+00,D80C,1,0,1
037c7af3-8329-4c68-ac17-1727984d3d65,2024-11-28 07:13:46.649947+00,D80C,0,1,0
664ad133-0dbd-4792-8699-6a9986c6cdae,2024-11-28 07:16:47.284569+00,D80C,1,0,1
d176968e-0016-4aad-aa2b-8094e9501600,2024-11-28 07:17:17.402208+00,D80C,1,0,0
aa39eb5f-1288-433c-af8e-a495d69c8c70,2024-11-28 07:22:18.281966+00,D80C,1,0,0
4486a240-e4b3-4d44-a47a-0f3699a3f5f4,2024-11-28 07:23:48.653234+00,D80C,0,1,1
80c64c4b-1c26-40cc-9b7b-3a1147adc2a2,2024-11-28 07:49:53.514702+00,D80C,0,1,0
5e90f47e-029a-4b86-8b32-a243079959ef,2024-11-28 08:18:29.36827+00,D80C,0,0,1
0dfab15d-e3bb-4127-854a-c7dac51d9b6d,2024-11-28 08:26:30.994779+00,D80C,1,0,0
ee27ef7c-0712-48ff-8042-03ccdc306521,2024-11-28 08:27:31.241456+00,D80C,0,1,0
4c4da207-2a8a-4ecb-93f9-02e0bfc815ea,2024-11-28 08:28:31.358203+00,D80C,1,0,0
5bdd59e2-5c9e-461e-9212-f6db31177100,2024-11-28 08:36:33.23599+00,D80C,0,1,0
a3508c0c-3660-4e4a-a240-828dbf40d32a,2024-11-28 08:43:34.359572+00,D80C,1,0,0
6b010314-2bb6-4256-8ed3-42ceb9185176,2024-11-28 09:03:07.718972+00,D80C,0,0,1
7ef49951-60af-4652-a44d-15ea2b7e9c31,2024-11-28 09:05:08.096896+00,D80C,2,0,0
cfe0f086-4b70-46a7-b4d2-669f79126164,2024-11-28 09:08:08.839692+00,D80C,0,0,1
1231a44e-1877-4d3f-962a-a2d9cbd2b840,2024-11-28 09:15:10.2165+00,D80C,1,0,0
73300333-a75e-4c75-a432-58df5b994d3b,2024-11-28 09:23:42.093971+00,D80C,1,0,0
948e1556-de16-4fd4-b8f4-39cf3364d600,2024-11-28 09:25:42.579693+00,D80C,0,1,0
