id,timestamp,sensor_id,entered,exited,gave_up
d78dc409-a3c0-40f1-abd5-eab35f8b7e45,2024-11-29 07:11:24.58869+00,D80C,1,0,2
a35024e3-cfe0-4f35-918a-a33aaea3952d,2024-11-29 07:14:55.342712+00,D80C,0,0,3
a8d197bc-855c-4c47-93ec-ac2703f4e6cc,2024-11-29 07:23:26.710291+00,D80C,0,0,1
f2e9bd15-68f1-4fa0-8cb3-ca52298567b3,2024-11-29 07:47:01.57035+00,D80C,1,0,0
d5aa21f4-e388-40a6-b9c5-50cb02cbe213,2024-11-29 07:53:02.825308+00,D80C,1,0,0
85a85bf7-da16-49ce-b6c7-ff0b6b4521ce,2024-11-29 07:57:03.563066+00,D80C,1,0,0
98259cd8-3f1c-4382-8afa-15a5a3368a33,2024-11-29 08:07:35.937604+00,D80C,1,0,0
585c738c-1882-4d3b-a609-caa1a5b37bd2,2024-11-29 08:08:36.0567+00,D80C,0,1,1
34bd63db-5cf6-4a1d-b52f-d3bde784a8cf,2024-11-29 08:09:36.181843+00,D80C,1,0,0
193a9513-f3e7-411e-a373-b8fe8cdaf70a,2024-11-29 08:22:38.424746+00,D80C,1,0,0
7fc68977-b60a-4ea4-a551-5588ec59e39c,2024-11-29 08:28:09.29888+00,D80C,0,1,1
23b7eaa4-63b6-466f-82e0-66fa5930e14b,2024-11-29 08:28:39.295497+00,D80C,2,0,0
adae4b62-6dc5-4c3c-bdc7-0251ba872083,2024-11-29 08:33:40.29211+00,D80C,0,1,0
b3d896fa-a0ba-423c-adb1-e86bb55540a6,2024-11-29 08:38:41.414333+00,D80C,1,0,0
791e54e0-05eb-42db-8f9d-a0405c48978a,2024-11-29 08:41:11.917085+00,D80C,1,1,1
fa7dd30e-8158-4a28-8e75-e0608b827be7,2024-11-29 08:42:42.292224+00,D80C,0,1,0
f6fbd619-55ff-4ea9-99ab-34f90157e4b3,2024-11-29 08:43:42.414823+00,D80C,1,1,0
bea9c697-e67c-4e67-9a20-0f21ac8062f9,2024-11-29 08:44:12.536381+00,D80C,0,1,0
d6da6436-ff30-4b33-bd40-39f5f3b303f9,2024-11-29 08:46:12.916523+00,D80C,1,0,0
58bdaa46-728a-4f58-97ac-7ac6a3ae92c4,2024-11-29 09:03:15.659979+00,D80C,1,0,0
c911ab2b-4f32-4806-9e1f-c33f1cef3728,2024-11-29 09:05:16.149022+00,D80C,0,1,0
696d85bd-2eb3-4fc9-8cff-a7d1dc54d068,2024-11-29 09:14:48.273245+00,D80C,1,0,0
a39c7990-718a-4058-8360-f674214dd1d0,2024-11-29 09:18:49.020332+00,D80C,0,1,1
60c2d58c-8bdd-47c4-a86e-82c1c34a2221,2024-11-29 09:30:51.634795+00,D80C,1,0,0
190be3e0-850e-4c4e-bfef-451164337d70,2024-11-29 09:34:22.257951+00,D80C,0,1,1
b4559eae-e23d-4585-a9f9-87a1625bb440,2024-11-29 09:47:55.012523+00,D80C,1,0,0
0878df71-2e17-4581-a0b6-d1463a3398db,2024-11-29 09:48:55.264065+00,D80C,0,1,0
cd60c8eb-26fc-4b40-85e0-e0d35a20743b,2024-11-29 09:50:55.748633+00,D80C,1,0,0
0d1ddc0f-1c5e-438c-b3d8-703f8923eacc,2024-11-29 09:57:26.995335+00,D80C,0,0,1
4b4247a8-0734-4676-b417-50d84ae54759,2024-11-29 10:07:58.863836+00,D80C,0,1,0
7e692cc8-2738-44c7-b5ce-d085de3438cb,2024-11-29 10:13:30.110581+00,D80C,1,0,0
d9584244-6401-4763-a76d-ed05a129aa32,2024-11-29 10:14:30.239371+00,D80C,0,1,0
d8c9559a-26ca-4074-9e75-a7ea1538dfa5,2024-11-29 10:28:02.727919+00,D80C,1,0,0
b8379068-d65d-4cc7-9e12-25d4109e816e,2024-11-29 10:28:32.727575+00,D80C,0,1,1
189eea4d-fe27-4c61-b4ad-79128189cb48,2024-11-29 10:29:32.859565+00,D80C,1,0,0
9831a6d7-5cf0-49c2-a101-585d6f494619,2024-11-29 10:31:33.228915+00,D80C,0,1,1
544d9f4c-e983-492f-900d-19ec2f58c631,2024-11-29 10:32:33.351727+00,D80C,1,1,0
88d5673b-e175-4e6b-9e96-d9eba1149219,2024-11-29 10:33:03.477677+00,D80C,1,0,0
50840687-fdeb-4336-9b16-16afae96fe79,2024-11-29 10:35:33.852714+00,D80C,0,1,0
9947e6e3-a9a2-46bb-90e6-2f8c6eeef4fa,2024-11-29 10:36:33.974873+00,D80C,1,0,0
e648fc0f-de38-4bf2-b72d-c8f69b2f3916,2024-11-29 10:37:04.09739+00,D80C,0,1,0
427d5ab5-88bc-465e-8dae-f1d3bd00441e,2024-11-29 10:45:35.719679+00,D80C,1,0,0
5b0126b7-1597-474c-8255-24fd91c5dd94,2024-11-29 10:51:36.847813+00,D80C,1,0,1
9caa11b8-4fc4-452c-8fbd-fba64dc03ae0,2024-11-29 10:52:06.976451+00,D80C,0,1,1
e40302f4-f7b5-42ec-9c16-bffaea0883ae,2024-11-29 10:58:08.091748+00,D80C,1,0,0
76228910-dd8d-45b1-8d3b-04847ba8b4a3,2024-11-29 11:40:16.3177+00,D80C,1,0,0
00551d9f-c1e4-48d4-bc49-f0e5bddaf672,2024-11-29 11:41:46.697454+00,D80C,0,1,0
5f7d035d-8b08-4ffd-bbcd-1c9f5e6cb42b,2024-11-29 11:43:17.062761+00,D80C,1,0,0
94d10259-7965-48bd-b065-7f2b5b4fb53d,2024-11-29 11:44:47.435859+00,D80C,0,1,0
314fedc7-18e3-493b-a841-0c5365a3ca34,2024-11-29 11:49:18.193847+00,D80C,1,0,1
ecec15e0-fc55-4456-863b-5c456e6b621b,2024-11-29 11:52:48.936007+00,D80C,0,0,1
160408cc-2b2f-41d1-9973-8378f58faba6,2024-11-29 11:53:19.056012+00,D80C,1,0,0
e2cb0f7e-44cc-4370-a255-5a9b0e9e3147,2024-11-29 11:58:50.178461+00,D80C,0,1,1
10034de6-bcdf-4c3c-9c77-7fbe6a1f7d88,2024-11-29 12:01:51.994555+00,D80C,1,0,0
f0b71200-3b8c-4cce-8ae4-ae968f11ca8e,2024-11-29 12:04:51.175242+00,D80C,0,0,1
c3e5a797-2968-4ac4-a14a-f32fa0b9d087,2024-11-29 12:14:53.418084+00,D80C,0,2,1
0d2b6782-1fbd-4c08-bd02-79c7010c9715,2024-11-29 12:22:25.038893+00,D80C,1,0,0
b0146f0e-2660-444f-8204-e5f01be90d0b,2024-11-29 12:23:55.415883+00,D80C,0,0,1
d7664768-b2c1-4737-b28c-3fbbb679da1c,2024-11-29 12:29:56.664396+00,D80C,0,1,0
c9e4b339-f5d8-4571-a3bd-6b87cd3c53c9,2024-11-29 12:30:56.788412+00,D80C,1,0,0
957267aa-02ae-4dba-9150-e98acd9a2d22,2024-11-29 12:33:27.165956+00,D80C,0,1,0
34fee2d4-5524-488f-8c06-114d61390dce,2024-11-29 12:39:58.15783+00,D80C,0,1,0
15e9669e-7db1-4a6b-908c-990abf206bc5,2024-11-29 13:02:03.1432+00,D80C,1,0,0
eb5c9471-f42a-450b-a380-9d8aef919c5f,2024-11-29 13:07:34.392981+00,D80C,2,0,0
f1b0ec47-6e3b-4b42-944e-332fd425a8a9,2024-11-29 13:09:34.771307+00,D80C,0,0,1
1af97777-1873-457c-a90d-c649cbd454d8,2024-11-29 13:10:04.770355+00,D80C,1,0,0
9338d31d-e4f7-4180-b79a-acb8746bc028,2024-11-29 13:11:35.020251+00,D80C,1,1,1
87162b0f-7f53-442a-8070-f9da5a5f5b7e,2024-11-29 13:12:05.146703+00,D80C,0,0,1
7c4e620f-41f8-4a45-9b77-429ae79db955,2024-11-29 13:12:35.26931+00,D80C,0,0,1
6e324a04-b2c0-4474-bb8c-551313be1500,2024-11-29 13:13:35.386289+00,D80C,0,2,2
5fd7c1cd-d80c-43f2-a24e-6e004d06da0c,2024-11-29 13:32:38.879301+00,D80C,0,1,0
b02b4611-ce25-477f-bbb1-27888427d1c5,2024-11-29 13:35:39.627452+00,D80C,1,0,0
7a74ba14-ff04-426b-84c8-14a0d7a32b46,2024-11-29 13:36:09.78029+00,D80C,0,1,0
33f01007-57ac-4452-97ff-a0bef30793f0,2024-11-29 14:03:45.235404+00,D80C,2,1,0
806903b3-ff77-45e1-a33d-6c64423fc688,2024-11-29 14:26:47.232307+00,D80C,1,0,0
4bea5391-2bf8-4bfc-8088-cc853b9f9bad,2024-11-29 14:28:47.594428+00,D80C,0,1,0
526ed14d-7cd2-45e7-9cef-bfef8926c24a,2024-11-29 14:29:17.732927+00,D80C,1,0,0
705a5919-66b9-4cac-a3a3-6c0e6df367b0,2024-11-29 14:33:18.591424+00,D80C,1,0,0
1f4f4eb4-77c0-4d45-ad7e-f4ad33dac43e,2024-11-29 15:07:25.320796+00,D80C,1,0,0
9f6a5756-9f0a-4df9-9cbb-8c7d1d93fe02,2024-11-29 15:16:57.197113+00,D80C,1,0,0
