id,timestamp,sensor_id,entered,exited,gave_up
8ca17b8c-448c-4c6d-b8c6-10f83d3c0579,2024-12-03 05:00:15.159809+00,D80C,0,0,1
d1b8b603-8268-4fd2-b8ce-fc2eca894c5e,2024-12-03 05:34:36.060674+00,D87C,0,0,1
8d773be0-0b09-4b49-beb6-e11e5cdc220f,2024-12-03 05:36:06.180481+00,D87C,0,0,2
5a4289b9-4039-4482-808f-c65cf0ac9b0d,2024-12-03 05:36:36.181665+00,D87C,0,0,3
01791d8c-f42f-4406-9359-d307acbd5ae8,2024-12-03 05:39:06.556967+00,D87C,0,0,1
6b599c87-2a69-4d21-85b1-a334439cd2e2,2024-12-03 05:40:06.802447+00,D87C,0,0,2
3eef6451-ecd1-463c-ab46-b1893393c36d,2024-12-03 05:42:07.052105+00,D87C,0,0,1
bbc4f824-f5fb-4834-ae46-e744ab9470e4,2024-12-03 05:43:07.183488+00,D87C,0,0,1
b3a7eb9f-20f5-4114-bfaf-60a9e117c6ff,2024-12-03 05:45:07.550112+00,D87C,0,0,2
ae9afea6-bff2-45c4-9f61-711e40fd3cc9,2024-12-03 05:45:37.675476+00,D87C,0,1,0
46d99236-35b7-4a7a-8cf8-c85110e523fb,2024-12-03 05:46:07.799521+00,D87C,0,0,3
b92537e1-01bd-4627-9716-441cd156466d,2024-12-03 05:47:37.924183+00,D87C,0,0,1
abbff18f-b1c4-4322-9917-c4392dbf37af,2024-12-03 05:52:08.671644+00,D87C,0,0,2
e7f83d2b-b647-4cf2-bdaf-0af87a7ab0a9,2024-12-03 06:00:40.041116+00,D87C,0,0,1
5594039b-5472-4e7d-90ee-87645d8525f6,2024-12-03 06:10:41.790481+00,D87C,0,0,1
1f3a1e40-6ea4-4638-bb69-ff74c15c0b42,2024-12-03 06:11:11.909847+00,D87C,0,0,3
eecb22cb-ff88-4ec0-aaae-78819b0ed607,2024-12-03 06:31:45.403534+00,D87C,0,0,1
1fdfa904-eaf6-40ad-b97c-98a98af9b681,2024-12-03 07:10:37.962348+00,D80C,1,0,1
c4eb0d8f-cf0f-4bfa-83b8-8b5e1b33afab,2024-12-03 07:26:41.079244+00,D80C,1,0,0
dd048c6a-3046-4e43-8668-3423237e22ef,2024-12-03 07:31:11.833894+00,D80C,1,0,0
09cb2992-7ba1-4dc2-964c-da5077bff86d,2024-12-03 07:31:41.960016+00,D80C,3,0,2
0a56f1e3-e161-4e65-adaa-f4bbf258c3e2,2024-12-03 07:32:12.07947+00,D80C,0,2,0
c2496c3e-b6da-4e25-84ba-43a12b9a53cc,2024-12-03 07:32:42.076002+00,D80C,0,1,0
5f159afc-6aaa-4d9e-88d3-9370cec6b801,2024-12-03 07:57:31.347138+00,D87C,0,0,1
99bbab28-f358-488e-99b9-991ccb14d01d,2024-12-03 07:57:46.318599+00,D80C,0,1,0
cbce3a70-b293-41fc-8a17-f3e810ff7484,2024-12-03 08:15:04.713782+00,D87C,0,1,1
d371b327-9ff3-4c20-9bdd-2b901385a2e1,2024-12-03 08:27:36.852729+00,D87C,0,0,2
887055f2-0d83-4c2b-9954-00b92a4aa2a5,2024-12-03 08:38:23.912351+00,D80C,1,0,0
19e466a9-607d-4e55-a271-1b2060aee803,2024-12-03 08:39:24.036742+00,D80C,0,1,2
2bcf8839-b538-4b76-a258-dca8e3986807,2024-12-03 08:48:25.781837+00,D80C,1,0,0
8d5178fd-9b71-4224-94f5-50a1efeb8cc8,2024-12-03 08:51:26.282815+00,D80C,0,1,1
84d8294f-87be-4b13-81cd-1610eaee2846,2024-12-03 08:52:11.37177+00,D87C,0,0,1
a6f4dc25-eb82-4d65-aa54-485f7969f2c1,2024-12-03 08:53:11.316597+00,D87C,0,0,1
f4944186-0b52-46ea-85a8-cd555af5e91d,2024-12-03 08:59:27.530094+00,D80C,1,0,0
633ea878-ef27-4d51-95a3-d64bc16f74af,2024-12-03 09:17:30.140637+00,D80C,1,0,0
6bf5b3a7-d914-4d9c-ba93-a317a463e25f,2024-12-03 09:24:31.39367+00,D80C,1,0,0
f6d02120-b5c6-48d8-bdab-553b978a6f18,2024-12-03 09:28:01.893073+00,D80C,0,1,0
14e67569-b91b-4fbd-91d7-6e21a76b1bc0,2024-12-03 09:32:32.768448+00,D80C,1,0,0
f4459058-ead0-4c47-9221-48a423806b8b,2024-12-03 09:33:02.892491+00,D80C,1,0,3
b1ea31ee-4145-4356-aea2-cfc991753d21,2024-12-03 09:33:33.006659+00,D80C,1,0,1
3bc6bbb8-d824-4540-93a7-405314f89b44,2024-12-03 09:39:03.762903+00,D80C,1,0,1
e0ad8137-dc02-497e-98de-13d0a08be694,2024-12-03 09:39:33.766854+00,D80C,0,1,1
209528eb-db90-43fd-ac8f-e07df950de33,2024-12-03 09:41:34.134767+00,D80C,0,1,0
0bc79a7a-2b0f-42bf-be30-7a374a69c708,2024-12-03 09:45:04.75789+00,D80C,1,0,0
27ab28dd-2378-49dd-a231-63ba27d279ee,2024-12-03 09:47:35.138254+00,D80C,1,1,1
2cfabf60-f108-4c90-9a85-54896af4c365,2024-12-03 09:48:35.255416+00,D80C,0,0,1
f0c517e6-4e62-4f20-92a1-e390f2c9ff18,2024-12-03 09:49:05.253527+00,D80C,0,0,1
4a800ba4-7377-4a4a-8e0d-973fe0b741a1,2024-12-03 09:59:37.616934+00,D80C,1,0,0
3e090c34-55b0-41e2-81a0-248d43b2641c,2024-12-03 10:03:38.244276+00,D80C,0,1,1
f5a9ced9-30b7-48b5-9ad8-be365b6b4c06,2024-12-03 10:03:53.016193+00,D87C,0,1,0
a20d8e9f-4af2-46d3-b0bc-7a3fce7d84d3,2024-12-03 10:04:08.379838+00,D80C,0,0,2
8e6a6ebc-4dde-4f20-b988-8befdb583212,2024-12-03 10:04:23.022556+00,D87C,0,0,3
10e15417-111b-4fef-b850-ad46e22714b9,2024-12-03 10:05:08.489985+00,D80C,0,1,1
099ba7b0-d137-4ec0-970b-e1121c3e94db,2024-12-03 10:07:08.868246+00,D80C,0,0,1
ba37c21b-f7a8-46cf-bb8a-bec4e739dded,2024-12-03 10:07:38.992775+00,D80C,2,0,0
8ac8d829-12a0-407f-a2ba-bb795625ae63,2024-12-03 10:08:09.11236+00,D80C,1,0,0
0c0edb06-ac5c-4317-81ff-3f50b52ae9e0,2024-12-03 10:09:09.239429+00,D80C,0,0,1
3e52a3db-5682-4d52-bd59-2f03edefcd58,2024-12-03 10:11:39.742354+00,D80C,0,0,1
e2296528-96a0-4b9e-8b45-c3c947bcbd13,2024-12-03 10:14:10.247671+00,D80C,0,0,1
88c26c8c-0230-441f-b7a4-97abb34c425e,2024-12-03 10:14:40.248768+00,D80C,0,0,1
6ffc2a83-46c4-40ea-a132-7427c7cb5b75,2024-12-03 10:15:10.357875+00,D80C,0,3,0
dc315b3a-8f75-4fd2-8ff4-8424c324591c,2024-12-03 10:18:10.862621+00,D80C,0,0,1
0dd2d62a-e641-48aa-9404-f122e79eba14,2024-12-03 10:25:42.102948+00,D80C,1,0,0
0000677b-1838-44bc-900f-fab34c314c24,2024-12-03 10:27:12.354343+00,D80C,0,1,0
be5d8f2a-75dd-4abd-bbb1-90273b5863bf,2024-12-03 10:28:12.600743+00,D80C,1,1,0
ccdb6405-2492-49f9-9176-bacba5003507,2024-12-03 10:30:43.119159+00,D80C,0,0,1
c589e267-c4bd-469c-8efb-0a69de6bd696,2024-12-03 10:37:43.971626+00,D80C,0,1,1
64c86ae2-a9fd-4482-99f0-ebb23d10f285,2024-12-03 10:51:15.963154+00,D80C,0,0,1
